ParkID,Name,Icon,Region,Thumbnail,Text1,Text2,ParkUrl,ParkUrlText,MapUrl,MapUrlText,TourUrl,TourUrlText,Location
Millersylvania,Millersylvania,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/Millersylvania.jpg,"Millersylvania State Park is an 842-acre camping park with 3,300 feet of freshwater shoreline on Deep Lake. The park, filled with trails, is abundant in old-growth cedar and fir trees. Millersylvania was constructed almost entirely by hand in 1935 by the Civilian Conservation Corps.","Millersylvania's buildings were constructed in 1935 almost entirely by hand by the Civilian Conservation Corps. Relics of a narrow-gauge railroad, and several skid roads used in the 1800s by the logging industry, remain on park grounds. Stumps of trees still carry notch scars where springboards supported brawny loggers.",http://parks.state.wa.us/546/Millersylvania,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1909,Park Map,,,"<Point><coordinates>-122.912661,46.914865,0.0</coordinates></Point>"
Moran,Moran,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/Moran.jpg,"Moran State Park is a 5,252-acre camping park with five freshwater lakes and over 30 miles of hiking trails. Atop the 2,409-foot-high Mt. Constitution, the highest point on the San Juan Islands, there stands a stone observation tower built by the Civilian Conservation Corps in 1936. The tower offers panoramic views of the surrounding islands, the Cascade Mountains and a variety of Canadian and American cities.","Moran State Park opened in 1921 when Robert Moran, shipbuilder and former mayor of Seattle, donated more than 2,700 acres to the state for a park. Most of the trails, roads, bridges, and buildings in the park were built by the Civilian Conservation Corps (CCC) during the 1930s. The builders used native materials on site to construct the many stone and wooden shelters and buildings.",http://parks.state.wa.us/547/Moran,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1910,Park Map,,,"<Point><coordinates>-122.826433,48.664217,0.0</coordinates></Point>"
Mount_Pilchuck,Mount Pilchuck,sunny,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/MountPilchuck.jpg,"Mount Pilchuck State Park is a 1,893-acre day-use park that features mountainous alpine terrain with diverse scenic and recreation attractions.","The main recreational attraction of the park is the three-mile trail to the summit and the old fire lookout. The trail begins at 3100 feet above sea level and winds through an old growth forest to alpine heather and large rocks at the summit of Mount Pilchuck (5324 feet above sea level). The hike is strenuous and in the summer can be very crowded. At the top is an incredible panoramic view of the Cascades, Olympics and Puget Sound. The trail is usually covered with snow until midsummer.",http://parks.state.wa.us/548/Mount-Pilchuck,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1911,Park Map,,,"<Point><coordinates>-121.772955,48.060314,0.0</coordinates></Point>"
Mount_Spokane,Mount Spokane,campground,Northeast Region,https://sites.google.com/site/virtualrangerproject/home/files/MountSpokane.jpg,"Mount Spokane State Park is a 13,919-acre camping park in the Selkirk Mountains. The view at the top of the 5,883-foot elevation includes surrounding states and Canada. The forested park features stands of old-growth timber and granite rock outcroppings. In winter, the park receives 300 inches of snow.","The area was the first state park east of the Cascades, and the Civilian Conservation Corps accomplished the initial development. The mountain has been a popular ski area since 1950.",http://parks.state.wa.us/549/Mount-Spokane,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1912,Park Map,,,"<Point><coordinates>-117.110888,47.917797,0.0</coordinates></Point>"
Mystery_Bay,Mystery Bay,sunny,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/MysteryBay.jpg,This 10-acre marine park is reachable by car or boat. The park features 685 feet of saltwater shoreline on Mystery Bay and offers a spectacular view of the Olympic Mountains.,"The name ""Mystery Bay"" derives from smuggling activity on the island during Prohibition days. Transporting booze from Canada was a profitable and somewhat honored occupation in the remote waters of northwest Washington. Sequestered between Marrowstone and Indian Islands, Kilisut Harbor was one refuge used by smugglers to evade Coast Guard vessels.",http://parks.state.wa.us/550/Mystery-Bay,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1913,Park Map,,,"<Point><coordinates>-122.697254,48.059932,0.0</coordinates></Point>"
Nine_Mile,Nine Mile,campground,Northeast Region,https://sites.google.com/site/virtualrangerproject/home/files/RiverSide.jpg,"Nine Mile Recreation Area is available for camping, picnicking, swimming, fishing and boating.","The Spokane House Interpretive Center at Nine Mile Falls tells the history of the early fur trade in the area and its effects on the Native American population. The center is open Saturdays and Sundays 10 a.m. - 4 p.m., Memorial Day through Labor Day.",http://parks.state.wa.us/573/Riverside,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1935,Park Map,,,"<Point><coordinates>-117.527543,47.776257,0.0</coordinates></Point>"
Nolte,Nolte,sunny,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/Nolte.jpg,"Nolte State Park is a 117-acre day-use park with 7,174 feet of freshwater shoreline on Deep Lake in the Green River Gorge. Covered with forests and blessed with water, the land was a resort for many years before it was donated to State Parks.","Formerly a vacation resort known as Deep Lake Park and owned by the Nolte family, the area was donated in the early 1970s to the state of Washington by Minnie Nolte, for whom the park is named.",http://parks.state.wa.us/552/Nolte,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1914,Park Map,,,"<Point><coordinates>-121.940578,47.266878,0.0</coordinates></Point>"
Ocean_City,Ocean City,campground,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/OceanCity.jpg,"Ocean City State Park is a year-round, 170-acre camping park, featuring ocean beach, dunes and dense thickets of shore pine. Migratory birds may be viewed at the park, and beachcombing is a popular activity.","Native Americans traveled over the flat and wide beach and early settlers carried supplies from Aberdeen to Minard's Landing by crossing the peninsula to Oyhut, traveling north on the beach. Although necessary for survival back then, fishing and clamming are now recreational pasttimes at the park.",http://parks.state.wa.us/554/Ocean-City,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1916,Park Map,,,"<Point><coordinates>-124.164208,47.033178,0.0</coordinates></Point>"
Olallie,Olallie,sunny,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/Olallie.jpg,"Olallie State Park is a 2,500- acre day use park on the western slopes of the Cascade Mountains featuring dramatic waterfalls, cliff formations and old-growth trees over 10 feet in diameter. The park is a popular location for hiking, picnicking, fishing and rock climbing. The park's popular hiking destinations include Twin Falls, Weeks Falls, Cedar Butte and Mount Washington.","""Olallie"" is the Chinook Jargon word for ""berry."" The park is rich in huckleberries.",http://parks.state.wa.us/555/Olallie,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1917,Park Map,,,"<Point><coordinates>-121.657362,47.435838,0.0</coordinates></Point>"
Olmstead_Place,Olmstead Place,sunny,Southcentral Region,https://sites.google.com/site/virtualrangerproject/home/files/OlmsteadPlace.jpg,"Olmstead Place State Park is a 217-acre day-use park that features a working pioneer farm. The park hosts tours and school field trips. Pioneer artifacts are plentiful in the park, and many can be seen in action in the work of maintaining the farm. Picnic space and walking trails interweave with interpretive activities.","This pioneer working farm offers both elaborate school field trips and guided tours for the public. School field trips include a tour of an old log cabin and farmhouse plus butter-churning and pioneer games. Pioneer artifacts on display at the farm include tools, furniture, clothing, farm implements and machinery.",http://parks.state.wa.us/556/Olmstead-Place,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1918,Park Map,,,"<Point><coordinates>-120.467342,46.978979,0.0</coordinates></Point>"
Osoyoos_Lake,Osoyoos Lake,campground,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/OsoyoosLake.jpg,"Osoyoos Lake State Veteran's Memorial Park is a 47-acre camping park on a 14-mile-long lake that stretches several miles north into British Columbia. Located in the midst of a hot and arid environment, the park provides welcome respite with its sandy shores, green lawns and shade trees. A war veteran's memorial is in the park.","In response to direction from the Legislature and Governor in the state's 2009-2011 Operating Budget, the Washington State Parks and Recreation Commission transferred Osoyoos State Park to the City of Oroville on May 1, 2010. Online reservations for the 2011 camping season are now accepted on the City of Oroville_��s reservation system. For more information contact the City of Oroville at (509) 476-2926.",,Park Website,,Park Map,,,"<Point><coordinates>-119.432553,48.949454,0.0</coordinates></Point>"
Pacific_Beach,Pacific Beach,campground,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/PacificBeach.jpg,"Pacific Beach State Park is a 10-acre camping park with 2,300 feet of ocean shoreline. The beach provides a variety of wonders, from dramatic surf to beachcombing.",The park was established to maintain public access to the beach.,http://parks.state.wa.us/557/Pacific-Beach,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1919,Park Map,,,"<Point><coordinates>-124.204923,47.205562,0.0</coordinates></Point>"
Pacific_Pines,Pacific Pines,sunny,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/PacificPines.jpg,Pacific Pines State Park sits on the Pacific shore. The area is conducive to all manner of day-trip beach activity and nature observation.,The park received its name from a plotting done while it was in private ownership. The proposed development was to be called Pacific Pines. The park was created to establish permanent public access to the beach.,http://parks.state.wa.us/558/Pacific-Pines,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1920,Park Map,,,"<Point><coordinates>-124.055395,46.501906,0.0</coordinates></Point>"
Palouse_Falls,Palouse Falls,campground,South East Region,https://sites.google.com/site/virtualrangerproject/home/files/PalouseFalls.jpg,Palouse Falls State Park is a 105-acre camping park with a unique geology and history. The park offers a dramatic view of one of the state's most beautiful waterfalls. Palouse Falls drops from a height of 198 feet with high volumes of water flow in spring and early summer.,"The park was dedicated June 3, 1951. For many years the falls were called ""Aput Aput,"" meaning ""falling water."" Later, the name was changed to commemorate the Palouse Indian culture.",http://parks.state.wa.us/559/Palouse-Falls,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1921,Park Map,,,"<Point><coordinates>-118.228677,46.663713,0.0</coordinates></Point>"
Paradise_Point,Paradise Point,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/ParadisePoint.jpg,"Paradise Point State Park is an 88-acre camping park with 6,180 feet of freshwater shoreline, immediately east of the interstate. Named for its original peacefulness, the park has lost some of its reputation for quiet since the freeway went in. Still, the area possesses great natural beauty, and the noise of I-5 can be avoided by using the woodland campsites.","Paradise Point State Park was acquired in six parcels between 1958 and 1986. Two stories claim credit for the park's name. In one story, local tribes used the area for encampment along the east of the Lewis River and called it ""Paradise Point."" In another, a motorboat club from Portland, Oregon used to travel to Kaner Rock on the Lewis River for river trips and camping. They called the quiet, peaceful area ""Paradise Point.""",http://parks.state.wa.us/Paradise-Point,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1922,Park Map,,,"<Point><coordinates>-122.703123,45.860739,0.0</coordinates></Point>"
Patos_Island,Patos Island,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/PatosIsland.jpg,"Patos Island State Park is a 207-acre marine park with 20,000 feet of saltwater shoreline. The island is owned by the federal government and is administered by the Bureau of Land Management's Wenatchee Office. The Washington State Parks and Recreation Commission operates a small campground facility at Active Cove near the west side of the island, maintains a 1.5 mile loop trail and has two offshore mooring bouys.",Archaeological sites indicate Native Americans used the island for thousands of years as a shellfish harvesting site. Europeans first discovered the island during the late 1700s when the Spanish Elisa Expedition surveyed the area. The island was named Patos Island which is Spanish for duck.,http://parks.state.wa.us/561/Patos-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.968501,48.784525,0.0</coordinates></Point>"
Peace_Arch,Peace Arch,sunny,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/PeaceArch.jpg,"Peace Arch State Park is a 20-acre day-use park commemorating treaties and agreements that arose from the war of 1812. The park celebrates the unguarded United States/Canadian border that stretches from the Strait of Juan de Fuca to the Bay of Fundy in Nova Scotia. The park features horticultural exhibitions and the giant, commemorative, concrete arch that straddles the border of the two nations. The countries co-maintain the monument.","The 67-foot Peace Arch is jointly maintained by the United States and Canada. The concrete structure was the inspiration of Sam Hill, railroad builder and industrialist. Construction (begun in 1920) completed Sept. 6, 1921",http://parks.state.wa.us/562/Peace-Arch,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1923,Park Map,,,"<Point><coordinates>-122.756427,49.00239,0.0</coordinates></Point>"
Pearrygin_Lake,Pearrygin Lake,campground,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/PearryginLake.jpg,"Pearrygin Lake State Park is a camping park with more than 1,200 acres in the Methow Valley of north central Washington. The park features expansive green lawns leading to 11,000 feet of waterfront on Pearrygin Lake. The lake offers swimming, fishing and boating. Old willows and ash provide shade on hot summer days. Hikers can also walk the Rex Derr trail, a 3.1-mile loop through the east campground and along the shrub steppe hillside above Pearrygin Lake.","The park was originally purchased in 1959 from a local orchardist. In 1964, the park opened as a state park recreation area, including a small camp area.",http://parks.state.wa.us/563/Pearrygin-Lake,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1924,Park Map,,,"<Point><coordinates>-120.146574,48.48744,0.0</coordinates></Point>"
Penrose_Point,Penrose Point,campground,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/PenrosePoint.jpg,"Penrose Point State Park is a 152-acre marine and camping park on the shores of Puget Sound. The park has over two miles of saltwater frontage on Mayo Cove and Carr Inlet. Wildlife, birds and forested terrain make this a beautiful park.",The community played an important role in the development of Penrose Point. The park was initially created out of a swamp (now the day-use area).,http://parks.state.wa.us/564/Penrose-Point,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1926,Park Map,,,"<Point><coordinates>-122.748379,47.254807,0.0</coordinates></Point>"
Peshastin_Pinnacles,Peshastin Pinnacles,sunny,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/PeshastinPinnacles.jpg,"Peshastin Pinnacles State Park is a 34-acre desert park featuring a group of sandstone slabs and spires called ""the pinnacles."" Climbable spires reach 200 feet into the air. Rocks and trails provide views of surrounding orchards, the Enchantment Mountain Range, and the Wenatchee River valley.","The park is named for its ""pinnacles,"" or unique sandstone formations, and for the town of Peshastin, located three miles away. The area has been popular for rock climbing since the 1960s. In 1986, land owners closed the pinnacles to climbers for liability reasons. Later, The Trust for Public Land, a non-profit group, purchased and developed the site, then sold it to State Parks.",http://parks.state.wa.us/565/Peshastin-Pinnacles,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1927,Park Map,,,"<Point><coordinates>-120.520518,47.538742,0.0</coordinates></Point>"
Pleasant_Harbor,Pleasant Harbor,sunny,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/Dosewallips.jpg,"Pleasant Harbor is an overnight moorage facility only. It features 120 feet of moorage dock, and boaters may stay up to three consecutive nights. Moorage is on a first-come, first-served basis.","Visitors may enjoy fishing, rafting, motor boating and scuba diving. There are no services or potable water at the park.",http://parks.state.wa.us/566/Pleasant-Harbor,Park Website,,Park Map,,,"<Point><coordinates>-122.92147,47.660244,0.0</coordinates></Point>"
Posey_Island,Posey Island,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/PoseyIsland.jpg,"Posey Island State Park is a small, one-acre marine camping park with 1,000 feet of shoreline. It is located a quarter mile north of Pearl Island, near Roche Harbor, San Juan Island. Posey Island is part of the Cascadia Marine Trail. All onshore campsites are for the exclusive use of boaters arriving by human- or wind-powered watercraft.","The island was originally thought to be part of Pearl Island and was called Spit Point. When the U.S. Coast and Geodetic Survey were mapping the area, they asked local folks what they called it. Since the locals went there to pick flowers, they called it Posey Island, and that name was applied on the maps.",http://parks.state.wa.us/567/Posey-Island,Park Website,,Park Map,,,"<Point><coordinates>-123.167737,48.618344,0.0</coordinates></Point>"
Potlatch,Potlatch,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/Potlatch.jpg,"Potlatch State Park is a 57-acre camping park with 5,700 feet of saltwater shoreline on Hood Canal. The park's beautiful grounds are home to a variety of activities, from interpretive programs for kids to boating and shellfish harvesting.","The area where Potlatch State Park is now located was known as ""Enetai"" (meaning ""beyond"") to the Skokomish Indian Tribe. The Indians set their winter villages here and held potlatches in the area. The park is named in honor of the potlatch, a gift-giving ceremony.",http://parks.state.wa.us/569/Potlatch,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1930,Park Map,,,"<Point><coordinates>-123.159316,47.361263,0.0</coordinates></Point>"
Rainbow_Falls,Rainbow Falls,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/RainbowFalls.jpg,"Rainbow Falls State Park is a 139-acre camping park with 3,400 feet of freshwater shoreline on the Chehalis River. Situated in stands of old-growth forest, the park features a waterfall and a small fuchsia garden.","The park, along with several log structures on the premises, was built by the Civilian Conservation Corps in 1935.",http://parks.state.wa.us/570/Rainbow-Falls,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1932,Park Map,,,"<Point><coordinates>-123.232749,46.629898,0.0</coordinates></Point>"
Rasar,Rasar,campground,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/Rasar.jpg,"Rasar State Park is a 169-acre camping park with 4,000 feet of freshwater shoreline on the Skagit River. Wildlife observation opportunities, especially for eagle watching, are excellent, particularly in early fall and early winter.",The Rasar Family generously donated 128 acres of the park to State Parks in 1986. The 40 adjacent acres (north of Cape Horn road) were acquired in 1990 from Washington State Department of Natural Resources.,http://parks.state.wa.us/571/Rasar,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1933,Park Map,,,"<Point><coordinates>-121.905881,48.516737,0.0</coordinates></Point>"
Reed_Island,Reed Island,campground,Columbia Gorge Region,https://sites.google.com/site/virtualrangerproject/home/files/ReedIsland.jpg,"Reed Island State Park is a 510-acre marine park located east of Vancouver.The island offers bird watching, boating, beach walking, camping and picnicking. The park is part of the Columbia River Water Trail.",,http://parks.state.wa.us/572/Reed-Island,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1934,Park Map,,,"<Point><coordinates>-122.305387,45.553262,0.0</coordinates></Point>"
Riverside,Riverside,campground,Northeast Region,https://sites.google.com/site/virtualrangerproject/home/files/RiverSide.jpg,"Riverside State Park is a 10,000-acre camping park along the Spokane and Little Spokane rivers in Eastern Washington. The park supports a wide variety of recreational activities and is rich in history. Freshwater marshes, running rivers and beautiful countryside make up the terrain. The park also includes the Nine Mile Recreation Area, which is available for camping, picnicking, swimming, fishing and boating.",The Civilian Conservation Corps developed the park from 1933 to 1936. The area was a major gathering site for Native American cultures in prehistoric times. The park contains the oldest log structure in Spokane County.,http://parks.state.wa.us/573/Riverside,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1935,Park Map,,,"<Point><coordinates>-117.495114,47.695716,0.0</coordinates></Point>"
Rockport,Rockport,sunny,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/Rockport.jpg,"Rockport State Park is a 670-acre park in an ancient forest. The old growth was never logged, and the entire ecosystem remains in place, creating a rare, natural forest with a canopy so dense that minimal sunlight penetrates to the ground. The park stands at the foot of Sauk Mountain, which has an elevation of 5,400 feet and a steep but climbable trail to the top.","Opened in 1961, the park derives its name from the community of Rockport. The town itself was named for the numerous large rocks near the boat landing on the Skagit River. The old-growth timber that is the park's most immediately recognizable feature, covers nearly 600 acres.",http://parks.state.wa.us/574/Rockport,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1938,Park Map,,,"<Point><coordinates>-121.616881,48.490965,0.0</coordinates></Point>"
Sacajawea,Sacajawea,sunny,Southcentral Region,https://sites.google.com/site/virtualrangerproject/home/files/Sacajawea.jpg,"Sacajawea State Park is a 284-acre inland waters, day-use park at the confluence of the Snake and Columbia rivers. It features 9,100 feet of freshwater shoreline. The area is spread out with a big sky and excellent views of the two rivers as they flow together.","The property was deeded to Washington State Parks in 1931. The park is named for Sacajawea, a Shoshone Indian woman who traveled with the Lewis and Clark expedition. The park is located on one of the expedition's campsites, used by Lewis and Clark from October 16 to 18, 1805.",http://parks.state.wa.us/575/Sacajawea,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1939,Park Map,,,"<Point><coordinates>-119.042741,46.205345,0.0</coordinates></Point>"
Saint_Edward,Saint Edward,sunny,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/SaintEdward.jpg,"Saint Edward State Park is a 316-acre day-use park with 3,000 feet of freshwater shoreline on Lake Washington. Once a Catholic seminary, the park's rich history reflects in its grounds and architecture. Walks along the undeveloped lakeshore are peaceful and give the visitor many opportunities for nature study.","In the late 1920s, the archbishop of Seattle donated the property to the Diocese of Seattle for use as a seminary by the Sulpician Order of Catholic Priests. In 1931, St. Edward Seminary was constructed. In the fall of 1977, because of declining enrollment and changes in the education of seminarians, the diocese sold 316 acres, including the seminary, to the state for use as a state park.",http://parks.state.wa.us/577/Saint-Edward,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1940,Park Map,,,"<Point><coordinates>-122.257018,47.733219,0.0</coordinates></Point>"
Saltwater,Saltwater,campground,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/Saltwater.jpg,"Saltwater State Park is a camping park featuring 1,445 feet of saltwater shoreline on Puget Sound. The park is located halfway between the cities of Tacoma and Seattle. The cities jointly and literally buried a hatchet in the park as a symbol of an end to their mutual competition. The park offers beautiful views and wildlife-watching opportunities.","The park dedication in 1926 included a peace effort to stop the bad feelings between the cities of Tacoma and Seattle. The park is located halfway between the two cities, and a hatchet is symbolically buried under a rock somewhere in the park.",http://parks.state.wa.us/578/Saltwater,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1941,Park Map,,,"<Point><coordinates>-122.318972,47.374135,0.0</coordinates></Point>"
Scenic_Beach,Scenic Beach,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/ScenicBeach.jpg,"Scenic Beach State Park is a 88-acre camping park with 1,500 feet of saltwater beachfront on Hood Canal. The park is known for its wild, native rhododendrons and stunning, clear-day views of Hood Canal and the Olympic Mountains. ADA-compliant paths lead visitors to a country garden, gazebo, rustic bridge and huge trees. A wide variety of birds and wildlife call the area home. The park is ideal for those who appreciate outstanding natural venues for outdoor activities.","The park was originally developed as a homesite, then as a scenic resort owned by Joe Emel, Sr. The park was purchased by the state in three parcels over a 17-year period. Emel House was built in 1911.",http://parks.state.wa.us/579/Scenic-Beach,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1942,Park Map,,,"<Point><coordinates>-122.844445,47.646505,0.0</coordinates></Point>"
Schafer,Schafer,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/Schafer.jpg,"Schafer State Park is a 119-acre camping park on the Satsop River, midway between Olympia and Ocean Park. A big attraction to park users is the abundant fishing for steelhead, cutthroat trout and salmon on the Satsop River. Wading and swimming in the shallow water make it an equally attractive site for family gatherings. Buildings are constructed from native stone.","Schafer State Park is a colorful haven created in memory of John and Anna Schafer. The Schafer Brothers' Logging Company donated the park to the state of Washington in 1924. Prior to 1922, the area comprising the park was the scene of many Schafer picnics.",http://parks.state.wa.us/580/Schafer,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1943,Park Map,,,"<Point><coordinates>-123.465521,47.098132,0.0</coordinates></Point>"
Seaquest,Seaquest,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/Seaquest.jpg,"Seaquest State Park is a 475-acre, year-round camping park near Mount St. Helens. The beautifully forested park claims over a mile of Silver Lake shoreline, a shallow wetland lake. Enjoy one mile of wetland trail and six miles of woodland trails for hiking and bicycling; see spectacular views of wildlife, Silver Lake and the surrounding area. There are also children's play areas and playing fields. Great seasonal fishing, boating and swimming are available nearby.","The property was willed to Washington state upon the death of Alfred L. Seaquest, the owner of the family homestead. Seaquest stipulated in his will that if liquor were ever sold on the property, the land would ""revert to the ownership of Willamette University.""",http://parks.state.wa.us/581/Seaquest,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1944,Park Map,,,"<Point><coordinates>-122.817597,46.296269,0.0</coordinates></Point>"
Sequim_Bay,Sequim Bay,campground,Olympic Peninsula Region,https://sites.google.com/site/virtualrangerproject/home/files/SequimBay.jpg,"Sequim Bay State Park is a year-round, 92-acre marine camping park with 4,909 feet of saltwater coast in the Sequim ""rainshadow,"" just inside Puget Sound on the Olympic Peninsula. The bay is calm, the air is dry and interpretive opportunities await visitors.","For the past century, the word ""Sequim"" was believed by many to mean ""quiet waters."" In 2010, a tribal linguist who is an expert in the study of dying languages determined the translation was wrong. The correct translation of ""Sequim"" is a ""place for going to shoot,"" a reference to the Sequim-Dungeness Valley's once great elk and waterfowl hunting.",http://parks.state.wa.us/582/Sequim-Bay,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1945,Park Map,,,"<Point><coordinates>-123.029194,48.037578,0.0</coordinates></Point>"
Shine_Tidelands,Shine Tidelands,sunny,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/ShineTidelands.jpg,"Shine Tidelands State Park is a 13-acre day-use park with 5,000 feet of tideland along Bywater Bay. At high tide, there is little beach available to the visitor.","Shine Tidelands became part of the State Park system in 1967. The park property was formerly a portion of the Wolfe Property, named after original owners Elmer and Sophia Wolfe.",http://parks.state.wa.us/583/Shine-Tidelands,Park Website,,Park Map,,,"<Point><coordinates>-122.634469,47.869459,0.0</coordinates></Point>"
Skagit_Island,Skagit Island,campground,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/SkagitIsland.jpg,"Skagit Island State Park is a 24-acre marine camping park in Skagit Bay. The island is forested with occasional meadows, rock outcroppings, attractive beaches and a land trail.",,http://parks.state.wa.us/584/Skagit-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.579057,48.413714,0.0</coordinates></Point>"
South_Whidbey,South Whidbey,campground,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/SouthWhidbey.jpg,"South Whidbey Island State Park is a 347-acre camping park with 4,500 feet of saltwater shoreline on Admiralty Inlet. Park features include old-growth forest, tidelands for crabbing and clamming, campsites secluded by lush, forest undergrowth and breathtaking views of the Puget Sound and Olympic Mountains. The park offers a unique outdoor experience.","Captain George Vancouver named Whidbey Island after Master Joseph Whidbey on June 10, 1792. The park was officially named in October of 1974.",http://parks.state.wa.us/585/South-Whidbey-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.589426,48.05819,0.0</coordinates></Point>"
Spencer_Spit,Spencer Spit,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/SpencerSpit.jpg,Spencer Spit State Park is a 138-acre marine and camping park situated on Lopez Island in the Strait of Juan de Fuca. The park is named for the lagoon-enclosing sand spit on which it rests.,Spencer Spit was homesteaded in the late 1800s by a family named Troxell. It was eventually sold to the Spencers who lived on the property for 50 years. State Parks bought the property in 1967.,http://parks.state.wa.us/687/Spencer-Spit,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1946,Park Map,,,"<Point><coordinates>-122.862117,48.537513,0.0</coordinates></Point>"
Spring_Creek_Hatchery,Spring Creek Hatchery,sunny,Columbia Gorge Region,https://sites.google.com/site/virtualrangerproject/home/files/SpringCreekHatchery.jpg?attredirects=0,"Spring Creek Hatchery State Park is located in the Columbia River Gorge National Scenic Area, in southeast Skamania County, along the Columbia River. Spring Creek Hatchery is a premier windsurfing and kiteboarding site in the Columbia Gorge with views of Mount Hood from the shore. The park sits at the entrance to the Spring Creek National Fish Hatchery which offers tours of the facility and other interpretive opportunities for visitors.","Broughton established the first fish hatchery at the approximate site of the current hatchery in 1901. The surrounding area, including the state park, was used by Broughton as a recreation area. At one time the site included a boat ramp.",http://parks.state.wa.us/587/Spring-Creek-Hatchery,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1948,Park Map,,,"<Point><coordinates>-121.557618,45.72396,0.0</coordinates></Point>"
